Index;Start Time;End Time;Query Granularity;Subnetwork;Subnetwork Name;ManagedElement;ManagedElement Name;Cell;Cell Name;eNodeB;eNodeB Name;Product;LTE PS Traffic;[FDD]Mean RRC-Connected User Number;Average DL Active E-RAB Number;Average UL Active E-RAB Number;[LTE]PDSCH PRB Utilization Rate;[FDD]PUSCH PRB Utilization Rate;LTE DL User throughput;LTE UL User throughput;[LTE]Average CQI;%CQI<7;%RI2_TM4;LTE RTWP;Maximum Cell Transmit Power(W);~TA Average m;[LTE] RSRP_average;[LTE] %RSRP<-116;SINR_PUSCH_Average;SINR_PUSCH<=-2;[LTE] RSRQ_Average;[LTE] %RSRQ<=-12;[FDD]Cell Downlink BLER;[FDD]Cell Uplink BLER;LTE CSSR;LTE RRC SR;LTE E-RAB SR;LTE S1SIG SR;LTE Call Drop;LTE CSFB SR;LTE Inter-Fre HOSR;LTE Intra-Fre HOSR
9386;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);1724;PUN0076_SECTOR 02;2;PUN0076B4G02;330076;PUN0076B4G;LTE FDD;128918.9591;42.2716;17.6578;16.449;61.30%;18.43%;1317.3793;3076.0454;10.635;9.24%;48.3619;-112.2827;72.449;1232.7427;-97.4095;5.3589;15.9221;0.1477;-17.5282;98.25%;14.47%;5.22%;99.81%;99.95%;99.8597;100.00%;26;100.00%;98.70%;99.84%
11658;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);1724;PUN0076_SECTOR 02;2;PUN0076B4G02;330076;PUN0076B4G;LTE FDD;120578.7517;41.8393;17.7911;16.2362;64.09%;19.56%;1157.0142;3461.0429;10.5272;9.67%;46.6829;-112.252;73.967;1193.2115;-97.8162;6.6376;15.8917;0.1448;-17.6046;98.17%;14.48%;5.08%;99.75%;99.91%;99.8476;100.00%;46;100.00%;99.13%;99.90%
13935;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);1724;PUN0076_SECTOR 02;2;PUN0076B4G02;330076;PUN0076B4G;LTE FDD;119724.7548;40.0129;17.6752;16.4985;64.44%;18.18%;1205.7064;2829.448;10.2607;11.36%;45.4267;-112.0441;73.626;1286.2772;-98.0478;6.1817;15.7779;0.1402;-17.8419;97.88%;14.45%;5.26%;98.34%;99.93%;99.8128;98.60%;173;100.00%;98.74%;99.87%
301;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);1724;PUN0076_SECTOR 03;3;PUN0076B4G03;330076;PUN0076B4G;LTE FDD;72189.6824;19.0318;7.822;7.9558;32.33%;7.38%;8676.1779;3472.6108;10.8664;9.55%;48.9669;-119.1239;70.8;432.9667;-103.1681;7.9646;14.0344;6.0848;-18.3761;99.56%;13.86%;5.70%;99.75%;99.94%;99.815;100.00%;0;100.00%;97.56%;100.00%
2569;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);1724;PUN0076_SECTOR 03;3;PUN0076B4G03;330076;PUN0076B4G;LTE FDD;83627.5056;17.9799;7.4188;7.4335;36.65%;8.39%;8018.7004;4180.1417;10.6906;11.08%;49.3703;-116.8272;71.701;437.4178;-102.7686;9.4118;13.6398;4.0085;-18.5529;99.61%;13.59%;5.99%;99.83%;99.99%;99.8368;100.00%;4;100.00%;97.76%;100.00%
4842;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);1724;PUN0076_SECTOR 03;3;PUN0076B4G03;330076;PUN0076B4G;LTE FDD;58523.1224;15.9561;6.697;6.4562;27.66%;6.45%;7426.543;2919.9628;10.8556;11.32%;49.9445;-116.7059;71.373;399.0372;-102.6824;7.8616;14.3971;2.0463;-18.2453;99.69%;13.97%;6.44%;99.70%;100.00%;99.9717;99.73%;2;100.00%;97.92%;100.00%
7115;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);1724;PUN0076_SECTOR 03;3;PUN0076B4G03;330076;PUN0076B4G;LTE FDD;60909.5965;15.4594;5.8668;5.7125;29.91%;7.13%;8776.9516;3653.8489;10.5906;11.96%;46.3621;-116.7924;71.701;401.9702;-105.4637;14.7436;13.4931;4.5023;-17.8974;98.93%;13.98%;6.60%;99.86%;100.00%;99.8634;100.00%;1;100.00%;97.66%;99.56%
9387;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);1724;PUN0076_SECTOR 03;3;PUN0076B4G03;330076;PUN0076B4G;LTE FDD;58426.5907;14.051;5.7899;5.6592;27.31%;5.63%;8655.4446;2648.8237;10.582;12.10%;49.5938;-118.1491;71.127;408.403;-105.3514;15.4791;13.7831;5.891;-17.9607;99.02%;14.05%;5.74%;99.66%;99.89%;99.7771;100.00%;8;100.00%;97.83%;100.00%
11659;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);1724;PUN0076_SECTOR 03;3;PUN0076B4G03;330076;PUN0076B4G;LTE FDD;53140.5634;14.5932;5.7459;5.6933;27.03%;6.29%;9010.1048;2634.2778;10.5047;11.09%;46.6828;-117.9869;71.127;399.2446;-106.4438;23.8095;12.8049;6.4665;-17.7829;99.05%;14.03%;6.18%;99.89%;100.00%;99.8929;99.99%;5;100.00%;98.53%;100.00%
13936;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);1724;PUN0076_SECTOR 03;3;PUN0076B4G03;330076;PUN0076B4G;LTE FDD;57390.8437;14.9979;6.1936;6.1948;28.64%;6.44%;8029.3776;2895.9337;10.5004;11.88%;47.8005;-118.2192;71.044;411.2192;-105.7135;15.8854;13.5921;4.0391;-18.2969;99.74%;14.02%;6.22%;97.90%;99.97%;99.8986;98.04%;48;100.00%;96.97%;99.73%
1136;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 01;1;PUN0078B4G01;330078;PUN0078B4G;LTE FDD;191012.524;46.4503;17.1325;17.3642;50.38%;16.52%;3780.7804;3421.8942;13.0237;3.41%;79.8712;-118.2727;66.532;886.5159;-110.0523;32.4324;16.4233;1.2861;-16.7622;98.92%;10.27%;5.54%;99.85%;99.99%;99.8548;100.00%;4;100.00%;99.93%;100.00%
3404;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 01;1;PUN0078B4G01;330078;PUN0078B4G;LTE FDD;199566.707;60.7487;24.0959;23.6504;56.40%;20.28%;2187.2827;3129.7243;12.7917;3.72%;78.665;-118.0771;67.535;843.4883;-110.208;40.4326;16.3737;1.3863;-17.0233;99.00%;10.66%;5.65%;99.91%;99.99%;99.92;100.00%;8;100.00%;99.67%;99.48%
5677;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 01;1;PUN0078B4G01;330078;PUN0078B4G;LTE FDD;160715.0831;44.8742;15.2606;14.9783;47.29%;15.72%;5137.9947;3359.0091;12.7396;3.78%;78.5944;-118.2898;66.686;1297.4802;-116.5775;67.9501;15.7316;2;-15.5201;98.64%;10.89%;5.99%;99.83%;99.98%;99.8599;100.00%;8;100.00%;99.81%;100.00%
7951;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 01;1;PUN0078B4G01;330078;PUN0078B4G;LTE FDD;171602.9041;48.2288;16.7681;16.537;49.41%;18.18%;3269.4903;3773.7624;12.6737;3.42%;78.1115;-118.2208;67.075;1285.3571;-117.9926;74.5467;15.3024;1.92;-14.9523;94.96%;10.76%;6.24%;99.83%;99.99%;99.8463;100.00%;12;100.00%;99.77%;100.00%
10223;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 01;1;PUN0078B4G01;330078;PUN0078B4G;LTE FDD;198443.8444;53.4761;20.1191;19.5917;53.32%;19.78%;3234.4429;3654.6554;12.8468;3.25%;81.3073;-118.4405;67.161;865.2228;-111.7038;46.7391;16.1584;1.8702;-16.644;97.28%;10.57%;5.72%;99.84%;99.98%;99.8633;100.00%;9;100.00%;99.84%;99.54%
12498;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 01;1;PUN0078B4G01;330078;PUN0078B4G;LTE FDD;165414.9099;47.588;18.3012;17.8224;47.75%;15.71%;4318.0179;3184.2172;12.8251;3.39%;80.6658;-118.2829;67.151;868.6687;-108.1771;23.34;16.4747;1.5044;-16.3622;97.99%;10.56%;5.71%;99.85%;99.99%;99.8616;100.00%;2;100.00%;99.83%;99.49%
14775;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 01;1;PUN0078B4G01;330078;PUN0078B4G;LTE FDD;187069.4407;48.9318;20.2347;20.0438;47.55%;17.10%;3140.0629;3041.131;12.9568;2.98%;84.0571;-118.128;68.241;872.5379;-109;30.6407;16.7424;1.2307;-16.5097;98.33%;10.12%;5.43%;99.87%;99.98%;99.8875;100.00%;3;100.00%;99.92%;99.25%
1137;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 02;2;PUN0078B4G02;330078;PUN0078B4G;LTE FDD;106099.8917;31.2887;10.8589;11.3132;43.57%;14.31%;4110.4892;2595.6976;11.3424;6.46%;52.5253;-118.3912;67.847;3972.6944;-112.7933;46.8908;11.6262;4.6724;-16.1412;97.31%;13.63%;7.58%;99.77%;99.96%;99.8079;100.00%;17;100.00%;99.43%;100.00%
3405;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 02;2;PUN0078B4G02;330078;PUN0078B4G;LTE FDD;113991.2576;34.554;12.0044;12.6182;46.69%;14.88%;4157.4982;2517.3938;11.1843;7.33%;52.4398;-117.9725;68.006;3693.8219;-110.9554;43.8336;11.9293;5.5289;-17.0743;98.07%;13.45%;7.47%;99.71%;99.95%;99.7592;100.00%;27;100.00%;99.86%;99.33%
5678;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 02;2;PUN0078B4G02;330078;PUN0078B4G;LTE FDD;94018.4959;30.5244;9.3306;9.8229;39.13%;13.55%;5847.3289;3031.2551;11.4096;6.68%;53.8219;-118.4535;67.535;3345.7667;-109.6696;34.2029;11.204;7.3648;-16.1609;95.07%;13.90%;7.61%;99.83%;99.99%;99.8461;100.00%;34;100.00%;100.00%;100.00%
7952;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 02;2;PUN0078B4G02;330078;PUN0078B4G;LTE FDD;107052.5813;32.4445;11.1385;11.5739;42.67%;14.48%;4879.0881;3074.4645;11.4;6.25%;55.3859;-118.4027;66.532;3567.3887;-110.7574;39.8614;11.7876;5.0803;-16.6187;97.40%;13.70%;7.66%;99.80%;99.97%;99.8316;100.00%;23;99.92%;100.00%;100.00%
10224;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 02;2;PUN0078B4G02;330078;PUN0078B4G;LTE FDD;101977.4764;30.9349;11.4788;11.7204;42.51%;14.03%;5879.5227;2451.4453;11.3176;6.28%;55.5341;-118.1999;66.916;3535.1812;-108.6485;31.6344;11.0038;6.7697;-17.3708;97.89%;13.68%;7.62%;99.72%;99.94%;99.7883;100.00%;34;100.00%;99.54%;99.76%
12499;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 02;2;PUN0078B4G02;330078;PUN0078B4G;LTE FDD;102346.1408;30.9723;11.2135;11.2988;42.59%;15.08%;4309.1903;2525.7285;11.4395;5.16%;56.3504;-118.5167;67.535;3690.8226;-113.5266;51.2017;10.9665;5.4379;-15.395;91.33%;13.95%;7.85%;99.73%;99.95%;99.7875;100.00%;21;99.71%;99.84%;99.37%
14776;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);4322;PUN0078_SECTOR 02;2;PUN0078B4G02;330078;PUN0078B4G;LTE FDD;105775.4514;32.817;12.3917;12.432;42.46%;15.25%;3744.7397;2560.9593;11.2944;6.11%;57.2472;-118.5112;67.925;3770.976;-109.079;35.3204;11.0672;6.1294;-16.6617;96.57%;13.51%;7.85%;99.72%;99.93%;99.7983;100.00%;43;100.00%;99.67%;99.56%
1144;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 01;1;PUN0082B4G01;330082;PUN0082B4G;LTE FDD;139343.3328;38.8678;11.5305;11.9924;48.64%;12.19%;3526.2558;3113.1548;11.2656;8.34%;77.057;-116.6339;67.466;884.9506;-99.8682;5.1068;15.9893;0.681;-17.8338;99.32%;13.59%;4.98%;99.92%;99.98%;99.9347;100.00%;12;100.00%;100.00%;99.95%
3412;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 01;1;PUN0082B4G01;330082;PUN0082B4G;LTE FDD;111535.6785;28.6022;9.9645;10.0026;37.72%;9.58%;5960.9295;3636.1406;11.5996;6.55%;80.1674;-117.4735;69.188;946.3925;-100.0848;9.3713;16.4401;0.6422;-17.4448;99.05%;13.48%;5.05%;99.96%;100.00%;99.9608;100.00%;1;100.00%;99.57%;100.00%
5685;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 01;1;PUN0082B4G01;330082;PUN0082B4G;LTE FDD;120283.9141;30.8612;10.4748;10.5422;37.59%;10.03%;3965.7359;3728.3789;11.8263;5.62%;79.1138;-117.4345;66.685;935.9796;-99.8549;4.8026;17.0492;0.3821;-17.7834;99.68%;13.25%;4.73%;99.96%;100.00%;99.9594;100.00%;3;100.00%;100.00%;100.00%
7959;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 01;1;PUN0082B4G01;330082;PUN0082B4G;LTE FDD;119389.0117;33.0273;10.939;10.8111;39.08%;9.82%;4258.5644;3175.4341;11.5348;5.24%;78.6141;-117.3665;67.458;940.7988;-100.3157;11.6987;16.7978;0.5444;-17.351;98.72%;13.37%;4.91%;99.95%;99.99%;99.9623;100.00%;1;100.00%;99.81%;99.82%
10231;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 01;1;PUN0082B4G01;330082;PUN0082B4G;LTE FDD;118354.4074;32.582;10.3917;10.399;37.39%;9.35%;3812.7481;3425.703;11.8866;4.93%;77.8162;-117.471;67.077;913.8022;-100.1264;12.6437;16.9902;0.4941;-16.6966;97.47%;13.43%;4.57%;99.93%;99.98%;99.947;100.00%;4;99.94%;100.00%;99.74%
12506;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 01;1;PUN0082B4G01;330082;PUN0082B4G;LTE FDD;117603.7979;34.2322;11.0794;11.1399;37.99%;10.28%;4019.3431;3545.8382;11.7584;5.72%;76.1784;-117.2624;67.383;923.3622;-99.4713;9.4982;16.6589;0.4865;-17.5914;100.00%;13.43%;5.08%;99.95%;99.99%;99.9546;100.00%;6;100.00%;99.62%;99.80%
14783;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 01;1;PUN0082B4G01;330082;PUN0082B4G;LTE FDD;113372.6984;33.8462;10.5479;10.543;37.99%;9.96%;4006.3784;3163.6278;11.662;5.74%;76.704;-117.081;67.227;929.8026;-99.9763;12.6183;15.6895;0.6328;-17.1735;98.26%;13.48%;5.20%;99.94%;99.99%;99.9502;100.00%;1;100.00%;99.51%;100.00%
1145;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 02;2;PUN0082B4G02;330082;PUN0082B4G;LTE FDD;29640.9003;7.3195;2.3282;2.405;13.95%;4.96%;16049.1886;2543.9336;11.6651;4.60%;55.4469;-118.6624;70.556;4856.3127;-98.3261;0;6.4392;21.5325;-18.1522;100.00%;13.76%;10.17%;99.53%;99.96%;99.5704;100.00%;41;100.00%;100.00%;98.90%
3413;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 02;2;PUN0082B4G02;330082;PUN0082B4G;LTE FDD;20670.4225;7.1126;2.5364;2.4628;10.87%;4.85%;16720.8693;2452.4621;11.5929;3.09%;54.0928;-119.1018;70.718;4887.8149;-98.7333;8.3333;7.9279;11.8584;-17.45;100.00%;13.76%;10.18%;99.68%;99.84%;99.8324;100.00%;31;100.00%;100.00%;100.00%
5686;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 02;2;PUN0082B4G02;330082;PUN0082B4G;LTE FDD;26978.6996;6.9829;2.1323;2.2452;12.44%;4.67%;18496.6859;2400.791;11.5452;4.68%;56.1325;-119.4936;71.044;4757.4488;-98.5;3.3333;5.242;27.8574;-16.75;100.00%;13.52%;11.06%;99.67%;99.92%;99.7472;100.00%;22;100.00%;100.00%;100.00%
7960;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 02;2;PUN0082B4G02;330082;PUN0082B4G;LTE FDD;23401.912;7.1079;2.4042;2.4932;11.98%;4.17%;16848.4884;2475.8513;11.6654;4.37%;54.6277;-119.5049;70.474;4628.395;-98.95;1.6667;6.1543;25.4725;-17.5;100.00%;13.42%;10.54%;99.57%;99.90%;99.6906;99.99%;25;100.00%;100.00%;100.00%
10232;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 02;2;PUN0082B4G02;330082;PUN0082B4G;LTE FDD;17911.6858;6.5382;1.9379;2.056;10.60%;3.63%;15624.9946;2773.0298;11.6768;3.53%;48.2081;-119.6384;70.799;4708.8784;-97.5652;1.4493;6.5579;13.1358;-17.6522;100.00%;13.18%;10.46%;99.68%;99.93%;99.7696;99.99%;17;100.00%;0.00%;100.00%
12507;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 02;2;PUN0082B4G02;330082;PUN0082B4G;LTE FDD;22098.4437;7.2865;2.2685;2.4369;11.06%;4.32%;17089.2515;2633.4226;11.6041;5.29%;59.7519;-118.973;70.8;4764.5962;-98.0323;3.2258;7.2965;14.7293;-17.9839;100.00%;13.25%;9.30%;99.53%;99.92%;99.6232;99.99%;22;100.00%;100.00%;100.00%
14784;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);4323;PUN0082_SECTOR 02;2;PUN0082B4G02;330082;PUN0082B4G;LTE FDD;17084.8552;7.6787;2.0989;2.3876;10.18%;4.91%;13978.0168;2791.746;11.6184;8.11%;62.0479;-119.0981;70.231;4475.8577;-97.8219;1.3699;5.915;20.0182;-17.726;100.00%;13.11%;10.81%;99.66%;99.95%;99.7061;100.00%;27;100.00%;100.00%;100.00%
1155;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 01;1;PUN0083B4G01;330083;PUN0083B4G;LTE FDD;83318.9131;28.9891;8.0725;8.149;45.89%;18.87%;4408.2996;2222.1241;9.8967;11.65%;52.8317;-110.2333;69.108;3973.2225;-115.8393;65.9574;6.3796;12.3015;-16.2619;98.24%;14.64%;8.24%;99.93%;99.98%;99.9491;100.00%;12;100.00%;96.78%;98.45%
3423;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 01;1;PUN0083B4G01;330083;PUN0083B4G;LTE FDD;88960.4228;35.998;9.5064;9.8594;51.46%;23.45%;3634.5119;2103.6184;9.6785;12.86%;49.7554;-109.768;69.667;3841.1453;-116.8261;75.4678;6.0297;12.5597;-16.1637;99.43%;14.66%;7.78%;99.87%;99.95%;99.9199;100.00%;19;100.00%;97.60%;98.34%
5696;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 01;1;PUN0083B4G01;330083;PUN0083B4G;LTE FDD;73576.8055;28.8743;7.07;7.272;42.86%;18.87%;4006.686;2110.7495;10.1496;10.52%;47.1397;-109.8675;70.151;3723.917;-116.9351;75.3714;5.6779;15.9739;-15.6927;97.73%;14.61%;8.11%;99.83%;99.94%;99.8937;100.00%;31;100.00%;95.38%;99.37%
7970;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 01;1;PUN0083B4G01;330083;PUN0083B4G;LTE FDD;73774.666;30.4722;7.6305;8.0035;43.59%;22.25%;4055.482;2077.9285;10.121;10.84%;46.7696;-109.2898;69.989;3700.9199;-118.7026;84.3246;5.3556;15.8231;-15.3029;97.94%;14.47%;7.93%;99.79%;99.92%;99.8773;99.99%;32;100.00%;97.05%;99.29%
10242;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 01;1;PUN0083B4G01;330083;PUN0083B4G;LTE FDD;83686.7044;38.3074;8.7576;9.2548;50.09%;26.36%;3408.7653;2206.1484;9.9554;10.40%;47.0187;-108.7135;69.989;3588.9837;-117.6114;76.7871;5.002;17.5456;-15.8633;98.66%;14.38%;6.88%;99.77%;99.96%;99.8123;100.00%;36;99.95%;98.02%;97.38%
12517;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 01;1;PUN0083B4G01;330083;PUN0083B4G;LTE FDD;63788.6009;27.4259;6.7901;6.9746;40.56%;18.80%;4854.2888;2439.3574;9.8829;11.97%;38.519;-110.2057;69.347;4180.5984;-118.4253;85.8903;5.9657;12.5297;-15.2655;97.73%;14.42%;8.48%;99.45%;99.94%;99.8775;99.63%;81;99.84%;98.90%;97.71%
14794;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 01;1;PUN0083B4G01;330083;PUN0083B4G;LTE FDD;61564.4821;27.6706;6.5513;6.8545;37.78%;18.02%;5029.2702;2611.9722;9.7849;12.40%;39.7467;-110.8557;69.91;5315.3963;-117.1053;80.0345;5.7304;14.4892;-15.2733;95.34%;14.24%;8.55%;99.75%;99.91%;99.8348;100.00%;40;99.92%;97.68%;96.02%
1156;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 02;2;PUN0083B4G02;330083;PUN0083B4G;LTE FDD;35356.3132;13.478;4.5072;4.4105;34.45%;12.31%;3100.6018;2517.0265;8.2578;31.83%;29.9833;-112.1124;35.606;4985.2789;-119.1429;69.0476;7.7019;6.3481;-18.1429;100.00%;14.90%;11.66%;99.49%;99.91%;99.5855;100.00%;35;100.00%;96.37%;59.09%
3424;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 02;2;PUN0083B4G02;330083;PUN0083B4G;LTE FDD;36127.5386;13.1859;3.7227;3.6811;34.89%;9.51%;3828.5373;2497.6858;8.2587;31.64%;27.9064;-112.1091;35.771;4886.7049;-116.9362;53.1915;7.7116;7.3975;-18.234;100.00%;14.94%;11.13%;99.62%;99.91%;99.7107;100.00%;45;100.00%;98.70%;48.48%
5697;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 02;2;PUN0083B4G02;330083;PUN0083B4G;LTE FDD;26826.8806;10.1496;2.6614;2.7132;29.60%;7.05%;4163.5306;2307.4688;8.6247;28.36%;25.4737;-112.4281;35.606;5152.6378;-118.9143;74.2857;7.8299;6.2049;-17.8857;100.00%;15.13%;11.59%;99.41%;99.93%;99.4836;100.00%;41;100.00%;96.64%;73.68%
7971;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 02;2;PUN0083B4G02;330083;PUN0083B4G;LTE FDD;29811.7913;10.0302;2.5446;2.6264;28.41%;7.43%;4208.749;2088.5743;8.9762;24.53%;25.9658;-112.5067;35.566;5267.3837;-120.9583;79.1667;7.4822;8.2207;-18;100.00%;15.11%;11.58%;99.39%;99.88%;99.5121;100.00%;40;100.00%;95.54%;70.00%
10243;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 02;2;PUN0083B4G02;330083;PUN0083B4G;LTE FDD;29281.8153;11.2856;3.3085;3.3734;27.98%;8.09%;4036.5314;2563.9482;8.7688;24.98%;31.3321;-112.3984;35.688;5145.4468;-118.9143;77.1429;8.4831;6.0926;-17.5429;100.00%;14.79%;11.05%;99.49%;99.93%;99.5632;100.00%;40;100.00%;96.30%;70.59%
12518;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 02;2;PUN0083B4G02;330083;PUN0083B4G;LTE FDD;17376.559;8.5712;2.3742;2.3766;19.31%;5.65%;5031.5621;2532.7912;8.6667;24.73%;25.6857;-112.2641;35.73;5365.2755;-102.5833;35.4167;7.3188;8.4791;-17.8125;100.00%;14.94%;11.12%;99.02%;99.92%;99.5868;99.51%;40;100.00%;95.92%;88.24%
14795;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 02;2;PUN0083B4G02;330083;PUN0083B4G;LTE FDD;23801.0541;11.3424;2.5714;2.6951;22.32%;7.61%;5463.5693;2180.7862;8.7849;21.18%;24.6524;-112.1439;35.565;5239.6624;-115.8929;53.5714;6.4293;9.0475;-18.3571;100.00%;14.82%;10.96%;99.56%;99.90%;99.6547;100.00%;41;100.00%;85.71%;78.95%
1157;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 03;3;PUN0083B4G03;330083;PUN0083B4G;LTE FDD;88093.4485;26.1248;8.7885;8.44;43.05%;10.35%;3986.5163;2690.1958;10.5176;10.27%;51.7764;-119.7155;34.397;4450.2318;-101.4263;28.8462;11.8757;5.1145;-16.9135;99.36%;13.78%;8.28%;99.88%;99.99%;99.8872;100.00%;5;100.00%;96.07%;98.70%
3425;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 03;3;PUN0083B4G03;330083;PUN0083B4G;LTE FDD;98089.0792;37.2869;10.5404;10.2168;47.89%;18.16%;4129.1906;3582.9053;10.4875;7.69%;52.8296;-119.6876;34.279;3402.1706;-99.6158;18.9266;11.4105;5.0999;-16.8136;100.00%;14.04%;8.97%;99.80%;99.96%;99.8392;100.00%;29;100.00%;95.74%;99.68%
5698;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);4324;PUN0083_SECTOR 03;3;PUN0083B4G03;330083;PUN0083B4G;LTE FDD;58929.5819;17.8927;4.8032;4.7661;29.46%;6.55%;6366.7452;2843.1899;10.9688;8.25%;51.7986;-119.7644;34.437;3753.1359;-103.3333;30.9524;12.2692;4.0893;-16.5357;98.41%;13.66%;8.05%;99.93%;99.99%;99.9462;100.00%;12;100.00%;98.33%;98.04%
